symbol element   z   a       mass coherent_scattering_length_real coherent_scattering_length_imag incoherent_scattering_length_real incoherent_scattering_length_imag coherent_cross_section incoherent_cross_section total_cross_section
Sn119  Sn       50 119 118.903309                        6.120000                        0.000000                          0.000000                          0.000000               4.710000                 0.300000            5.000000
Sn120  Sn       50 120 119.902197                        6.490000                        0.000000                          0.000000                          0.000000               5.290000                 0.000000            5.290000
Sn122  Sn       50 122 121.903440                        5.740000                        0.000000                          0.000000                          0.000000               4.140000                 0.000000            4.140000
Sn124  Sn       50 124 123.905275                        5.970000                        0.000000                          0.000000                          0.000000               4.480000                 0.000000            4.480000
Sb121  Sb       51 121 120.903818                        5.710000                        0.000000                         -0.050000                          0.000000               4.100000                 0.000300            4.100000
Sb123  Sb       51 123 122.904216                        5.380000                        0.000000                         -0.100000                          0.000000               3.640000                 0.001000            3.640000
Te120  Te       52 120 119.904020                        5.300000                        0.000000                          0.000000                          0.000000               3.500000                 0.000000            3.500000
Te122  Te       52 122 121.903047                        3.800000                        0.000000                          0.000000                          0.000000               1.800000                 0.000000            1.800000
Te123  Te       52 123 122.904273                       -0.050000                       -0.116000                         -2.040000                          0.000000               0.002000                 0.520000            0.520000
Te124  Te       52 124 123.902820                        7.960000                        0.000000                          0.000000                          0.000000               8.000000                 0.000000            8.000000
Te125  Te       52 125 124.904425                        5.020000                        0.000000                         -0.260000                          0.000000               3.170000                 0.008000            3.180000
Te126  Te       52 126 125.903306                        5.560000                        0.000000                          0.000000                          0.000000               3.880000                 0.000000            3.880000
Te128  Te       52 128 127.904461                        5.890000                        0.000000                          0.000000                          0.000000               4.360000                 0.000000            4.360000
Te130  Te       52 130 129.906223                        6.020000                        0.000000                          0.000000                          0.000000               4.550000                 0.000000            4.550000
Xe124  Xe       54 124 123.905896                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe126  Xe       54 126 125.904269                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe128  Xe       54 128 127.903530                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe129  Xe       54 129 128.904779                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe130  Xe       54 130 129.903508                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe131  Xe       54 131 130.905082                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe132  Xe       54 132 131.904155                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe134  Xe       54 134 133.905394                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Xe136  Xe       54 136 135.907220                        0.000000                        0.000000                          0.000000                          0.000000               0.000000                 0.000000            0.000000
Ba130  Ba       56 130 129.906310                       -3.600000                        0.000000                          0.000000                          0.000000               1.600000                 0.000000            1.600000
Ba132  Ba       56 132 131.905056                        7.800000                        0.000000                          0.000000                          0.000000               7.600000                 0.000000            7.600000
Ba134  Ba       56 134 133.904503                        5.700000                        0.000000                          0.000000                          0.000000               4.080000                 0.000000            4.080000
Ba135  Ba       56 135 134.905683                        4.670000                        0.000000                          0.000000                          0.000000               2.740000                 0.500000            3.200000
Ba136  Ba       56 136 135.904570                        4.910000                        0.000000                          0.000000                          0.000000               3.030000                 0.000000            3.030000
Ba137  Ba       56 137 136.905821                        6.830000                        0.000000                          0.000000                          0.000000               5.860000                 0.500000            6.400000
Ba138  Ba       56 138 137.905241                        4.840000                        0.000000                          0.000000                          0.000000               2.940000                 0.000000            2.940000
La138  La       57 138 137.907107                        8.000000                        0.000000                          0.000000                          0.000000               8.000000                 0.500000            8.500000
La139  La       57 139 138.906348                        8.240000                        0.000000                          3.000000                          0.000000               8.530000                 1.130000            9.660000
Ce136  Ce       58 136 135.907140                        5.800000                        0.000000                          0.000000                          0.000000               4.230000                 0.000000            4.230000
Ce138  Ce       58 138 137.905986                        6.700000                        0.000000                          0.000000                          0.000000               5.640000                 0.000000            5.640000
Ce140  Ce       58 140 139.905434                        4.840000                        0.000000                          0.000000                          0.000000               2.940000                 0.000000            2.940000
Ce142  Ce       58 142 141.909240                        4.750000                        0.000000                          0.000000                          0.000000               2.840000                 0.000000            2.840000
Nd142  Nd       60 142 141.907719                        7.700000                        0.000000                          0.000000                          0.000000               7.500000                 0.000000            7.500000
Nd143  Nd       60 143 142.909810                       14.000000                        0.000000                               nan                          0.000000              25.000000                55.000000           80.000000
Nd144  Nd       60 144 143.910083                        2.800000                        0.000000                          0.000000                          0.000000               1.000000                 0.000000            1.000000
Nd145  Nd       60 145 144.912569                       14.000000                        0.000000                          0.000000                          0.000000              25.000000                 5.000000           30.000000
Nd146  Nd       60 146 145.913112                        8.700000                        0.000000                          0.000000                          0.000000               9.500000                 0.000000            9.500000
Nd148  Nd       60 148 147.916889                        5.700000                        0.000000                          0.000000                          0.000000               4.100000                 0.000000            4.100000
Nd150  Nd       60 150 149.920887                        5.300000                        0.000000                          0.000000                          0.000000               3.500000                 0.000000            3.500000
Sm144  Sm       62 144 143.911995                       -3.000000                        0.000000                          0.000000                          0.000000               1.000000                 0.000000            1.000000
Sm147  Sm       62 147 146.914893                       14.000000                        0.000000                               nan                          0.000000              25.000000               143.000000           39.000000
Sm148  Sm       62 148 147.914818                       -3.000000                        0.000000                          0.000000                          0.000000               1.000000                 0.000000            1.000000
Sm149  Sm       62 149 148.917180                      -19.200000                      -11.700000                               nan                        -10.300000              63.500000               137.000000          200.000000
Sm150  Sm       62 150 149.917271                       14.000000                        0.000000                          0.000000                          0.000000              25.000000                 0.000000           25.000000
Sm152  Sm       62 152 151.919728                       -5.000000                        0.000000                          0.000000                          0.000000               3.100000                 0.000000            3.100000
Sm154  Sm       62 154 153.922205                        9.300000                        0.000000                          0.000000                          0.000000              11.000000                 0.000000           11.000000
Eu151  Eu       63 151 150.919846                        6.130000                       -2.530000                               nan                         -2.140000               5.500000                 3.100000            8.600000
Eu153  Eu       63 153 152.921226                        8.220000                        0.000000                               nan                          0.000000               8.500000                 1.300000            9.800000
Gd152  Gd       64 152 151.919788                       10.000000                        0.000000                          0.000000                          0.000000              13.000000                 0.000000           13.000000
Gd154  Gd       64 154 153.920862                       10.000000                        0.000000                          0.000000                          0.000000              13.000000                 0.000000           13.000000
Gd155  Gd       64 155 154.922619                        6.000000                      -17.000000                               nan                        -13.160000              40.800000                25.000000           66.000000
Gd156  Gd       64 156 155.922120                        6.300000                        0.000000                          0.000000                          0.000000               5.000000                 0.000000            5.000000
Gd157  Gd       64 157 156.923957                       -1.140000                      -71.900000                               nan                        -55.800000             650.000000               394.000000         1044.000000
Gd158  Gd       64 158 157.924101                        9.000000                        0.000000                          0.000000                          0.000000              10.000000                 0.000000           10.000000
Gd160  Gd       64 160 159.927051                        9.150000                        0.000000                          0.000000                          0.000000              10.520000                 0.000000           10.520000
Dy156  Dy       66 156 155.924278                        6.100000                        0.000000                          0.000000                          0.000000               4.700000                 0.000000            4.700000
Dy158  Dy       66 158 157.924405                        6.000000                        0.000000                          0.000000                          0.000000               5.000000                 0.000000            5.000000
Dy160  Dy       66 160 159.925194                        6.700000                        0.000000                          0.000000                          0.000000               5.600000                 0.000000            5.600000
Dy161  Dy       66 161 160.926930                       10.300000                        0.000000                               nan                          0.000000              13.300000                 3.000000           16.000000
Dy162  Dy       66 162 161.926795                       -1.400000                        0.000000                          0.000000                          0.000000               0.250000                 0.000000            0.250000
Dy163  Dy       66 163 162.928728                        5.000000                        0.000000                          1.300000                          0.000000               3.100000                 0.210000            3.300000
Dy164  Dy       66 164 163.929171                       49.400000                       -0.790000                          0.000000                          0.000000             307.000000                 0.000000          307.000000
Er162  Er       68 162 161.928775                        8.800000                        0.000000                          0.000000                          0.000000               9.700000                 0.000000            9.700000
Er164  Er       68 164 163.929197                        8.200000                        0.000000                          0.000000                          0.000000               8.400000                 0.000000            8.400000
Er166  Er       68 166 165.930290                       10.600000                        0.000000                          0.000000                          0.000000              14.100000                 0.000000           14.100000
Er167  Er       68 167 166.932045                        3.000000                        0.000000                          1.000000                          0.000000               1.100000                 0.130000            1.200000
Er168  Er       68 168 167.932368                        7.400000                        0.000000                          0.000000                          0.000000               6.900000                 0.000000            6.900000
Er170  Er       68 170 169.935460                        9.600000                        0.000000                          0.000000                          0.000000              11.600000                 0.000000           11.600000
Yb168  Yb       70 168 167.933894                       -4.070000                       -0.620000                          0.000000                          0.000000               2.130000                 0.000000            2.130000
Yb170  Yb       70 170 169.934759                        6.770000                        0.000000                          0.000000                          0.000000               5.800000                 0.000000            5.800000
Yb171  Yb       70 171 170.936322                        9.660000                        0.000000                         -5.590000                          0.000000              11.700000                 3.900000           15.600000
Yb172  Yb       70 172 171.936378                        9.430000                        0.000000                          0.000000                          0.000000              11.200000                 0.000000           11.200000
Yb173  Yb       70 173 172.938207                        9.560000                        0.000000                         -5.300000                          0.000000              11.500000                 3.500000           15.000000
Yb174  Yb       70 174 173.938858                       19.300000                        0.000000                          0.000000                          0.000000              46.800000                 0.000000           46.800000
Yb176  Yb       70 176 175.942568                        8.720000                        0.000000                          0.000000                          0.000000               9.600000                 0.000000            9.600000
Lu175  Lu       71 175 174.940768                        7.240000                        0.000000                               nan                          0.000000               6.590000                 0.600000            7.200000
Lu176  Lu       71 176 175.942682                             nan                        0.000000                               nan                          0.000000                    nan                      nan                 nan
Hf174  Hf       72 174 173.940040                       10.900000                        0.000000                          0.000000                          0.000000              15.000000                 0.000000           15.000000
Hf176  Hf       72 176 175.941402                        6.610000                        0.000000                          0.000000                          0.000000               5.500000                 0.000000            5.500000
Hf177  Hf       72 177 176.943220                        0.800000                        0.000000                               nan                          0.000000               0.100000                 0.100000            0.200000
Hf178  Hf       72 178 177.943698                        5.900000                        0.000000                          0.000000                          0.000000               4.400000                 0.000000            4.400000
Hf179  Hf       72 179 178.945815                        7.460000                        0.000000                               nan                          0.000000               7.000000                 0.140000            7.100000
Hf180  Hf       72 180 179.946549                       13.200000                        0.000000                          0.000000                          0.000000              21.900000                 0.000000           21.900000
Ta180  Ta       73 180 179.947466                        7.000000                        0.000000                          0.000000                          0.000000               6.200000                 0.500000            7.000000
Ta181  Ta       73 181 180.947996                        6.910000                        0.000000                         -0.290000                          0.000000               6.000000                 0.011000            6.010000
W180   W        74 180 179.946706                        5.000000                        0.000000                          0.000000                          0.000000               3.000000                 0.000000            3.000000
W182   W        74 182 181.948206                        6.970000                        0.000000                          0.000000                          0.000000               6.100000                 0.000000            6.100000
W183   W        74 183 182.950224                        6.530000                        0.000000                          0.000000                          0.000000               5.360000                 0.300000            5.700000
W184   W        74 184 183.950933                        7.480000                        0.000000                          0.000000                          0.000000               7.030000                 0.000000            7.030000
W186   W        74 186 185.954362                       -0.720000                        0.000000                          0.000000                          0.000000               0.065000                 0.000000            0.065000
Re185  Re       75 185 184.952956                        9.000000                        0.000000                               nan                          0.000000              10.200000                 0.500000           10.700000
Re187  Re       75 187 186.955751                        9.300000                        0.000000                               nan                          0.000000              10.900000                 1.000000           11.900000
Os184  Os       76 184 183.952491                       10.000000                        0.000000                          0.000000                          0.000000              13.000000                 0.000000           13.000000
